tf,target,tf_name,target_name,correlation,abs_correlation,pvalue,sample_count,source
cg2907,cg2629,otsA,pcaB1,0.69732778,0.69732778,1.6145815e-126,862,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2630,otsA,pcaG,0.63161567,0.63161567,7.7071718e-92,814,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2631,otsA,pcaH,0.64932003,0.64932003,8.8857334e-101,832,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2905,otsA,thrE,0.78501684,0.78501684,3.2731653e-185,882,Kranz2022_expression_compendium_Zenodo6842664
cg2907,cg2906,otsA,,0.64539858,0.64539858,6.6527414e-100,838,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg1977,nanR,,0.55181195,0.55181195,2.9427044e-65,804,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg2937,nanR,,0.57474227,0.57474227,3.4759364e-75,842,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3239,nanR,,0.58624747,0.58624747,2.147293e-25,260,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3240,nanR,,0.62054332,0.62054332,2.3221211e-37,338,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3243,nanR,,0.60813588,0.60813588,6.9154508e-51,490,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3244,nanR,,0.77441087,0.77441087,1.4697505e-173,864,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3245,nanR,,0.6194579,0.6194579,5.3014464e-56,516,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3247,nanR,cgtR11(hrrA),0.68828371,0.68828371,5.1803685e-122,862,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3250,nanR,,0.53598973,0.53598973,4.5344661e-46,602,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3251,nanR,,0.74598295,0.74598295,3.6183791e-151,846,Kranz2022_expression_compendium_Zenodo6842664
cg2936,cg3252,nanR,,0.77529177,0.77529177,1.3418028e-174,866,Kranz2022_expression_compendium_Zenodo6842664
cg2965,cg2966,,,0.84177513,0.84177513,3.9155988e-153,566,Kranz2022_expression_compendium_Zenodo6842664
cg3032,cg0802,,accBC,0.56396571,0.56396571,2.340334e-62,728,Kranz2022_expression_compendium_Zenodo6842664
cg3032,cg0812,,dtsR1,0.77804249,0.77804249,5.0251096e-196,962,Kranz2022_expression_compendium_Zenodo6842664
cg3032,cg0957,,fas-IB,0.81867042,0.81867042,6.2741832e-235,968,Kranz2022_expression_compendium_Zenodo6842664
cg3032,cg2743,,fas-IA,0.84608104,0.84608104,8.5971326e-256,930,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg0533,purA,menE,0.67908396,0.67908396,1.4390989e-92,676,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg0624,purA,,0.66169127,0.66169127,2.9986352e-57,444,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg1610,purA,parA2,0.87881065,0.87881065,3.8551763e-263,814,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2290,purA,,0.60239121,0.60239121,5.4136472e-79,788,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2674,purA,,0.83083189,0.83083189,4.4637751e-220,858,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2676,purA,,0.71749924,0.71749924,1.4171095e-136,858,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2959,purA,,0.74256814,0.74256814,1.7694062e-135,768,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2962,purA,,0.70274342,0.70274342,5.2987018e-129,860,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg2963,purA,clpC,0.76101774,0.76101774,8.2695703e-167,878,Kranz2022_expression_compendium_Zenodo6842664
cg3063,cg3344,purA,,0.661455,0.661455,1.4857195e-101,798,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg0766,,icd,0.76487618,0.76487618,3.6143082e-172,892,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1216,,nadA,0.79212679,0.79212679,1.323025e-195,904,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1537,,ptsG,0.72287009,0.72287009,2.1737737e-144,888,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1643,,gnd,0.84528534,0.84528534,7.4881835e-243,886,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1776,,tal,0.78845812,0.78845812,6.9065468e-191,896,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1778,,zwf,0.78274319,0.78274319,8.3464506e-189,908,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1994,,,0.35849896,0.35849896,9.2354918e-16,472,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg1999,,,0.47705814,0.47705814,1.7917505e-38,654,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg2000,,,0.85261394,0.85261394,6.4358568e-234,824,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg2291,,pyk,0.75942849,0.75942849,5.9325857e-171,906,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg2732,,,0.35891928,0.35891928,9.6840051e-18,536,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg2925,,ptsS,0.74172473,0.74172473,9.7939791e-153,870,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg3169,,pck,0.77527503,0.77527503,1.386741e-176,876,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg3216,,gntP,0.66636666,0.66636666,5.5440069e-111,856,Kranz2022_expression_compendium_Zenodo6842664
cg3083,cg3335,,mez,0.7144885,0.7144885,1.1714121e-138,882,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0444,,ramB,0.36659399,0.36659399,2.8647323e-16,466,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0446,,sdhA,0.26646891,0.26646891,5.5369153e-09,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0448,,,0.51285884,0.51285884,9.3660681e-33,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0527,,glyR,0.76666108,0.76666108,1.1457933e-76,390,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0530,,,0.58008475,0.58008475,1.9561597e-43,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0759,,prpD2,0.3954604,0.3954604,4.5102046e-18,444,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0762,,prpC2,0.31863964,0.31863964,9.5804472e-12,436,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0868,,secA,0.24638985,0.24638985,8.65855e-08,460,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0949,,gltA,0.26848536,0.26848536,4.5393867e-09,462,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg0952,,,0.41430431,0.41430431,1.1357941e-20,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1037,,,0.34567218,0.34567218,1.5907709e-14,466,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1039,,,0.70955296,0.70955296,2.7988763e-68,438,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1041,,pdxK,0.65140599,0.65140599,7.462794e-58,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1089,,,0.76011783,0.76011783,1.578549e-79,416,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1157,,glpX,0.22787176,0.22787176,7.0246876e-07,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1179,,,0.74500566,0.74500566,7.422802e-82,456,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1182,,,0.63085471,0.63085471,1.1598825e-48,426,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1216,,nadA,0.34629814,0.34629814,1.4166786e-14,466,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1269,,,0.6602171,0.6602171,6.4805498e-58,452,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1296,,,0.85244853,0.85244853,2.2776281e-59,206,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1432,,ilvD,0.3452205,0.3452205,1.174409e-14,472,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1537,,ptsG,0.37988118,0.37988118,1.630406e-17,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1597,,,0.7165844,0.7165844,4.2442281e-72,450,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1643,,gnd,0.39518332,0.39518332,1.0168234e-18,462,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1776,,tal,0.26574762,0.26574762,6.5846085e-09,462,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1778,,zwf,0.29982238,0.29982238,3.2240664e-11,470,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1791,,gap,0.29887248,0.29887248,4.9865942e-11,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1956,,recJ,0.19716414,0.19716414,1.7379081e-05,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1957,,,0.6992513,0.6992513,3.5341168e-68,456,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1959,,priP,0.58038051,0.58038051,3.0025011e-26,276,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1994,,,0.63335844,0.63335844,1.4835199e-43,376,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg1999,,,0.60796007,0.60796007,2.0501879e-45,436,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2000,,,0.62956086,0.62956086,1.351554e-52,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2115,,sugR,0.60448193,0.60448193,9.2412068e-48,466,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2121,,ptsH,0.44778999,0.44778999,2.3206858e-24,466,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2192,,mqo,0.37991002,0.37991002,1.6205869e-17,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2291,,pyk,0.31097085,0.31097085,5.3702196e-12,470,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2321,,,0.62654566,0.62654566,9.5015806e-52,462,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2421,,sucB,0.31369588,0.31369588,3.42503e-12,470,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2559,,aceB,0.41112575,0.41112575,1.2822271e-19,446,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2560,,aceA,0.26237865,0.26237865,1.7298483e-08,448,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2612,,,0.63170913,0.63170913,2.2098807e-52,458,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2837,,sucC,0.48000365,0.48000365,5.7368191e-27,444,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg2895,,,0.76502359,0.76502359,1.3769539e-84,434,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3096,,,0.29336708,0.29336708,1.8366854e-10,454,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3107,,adhA,0.24434718,0.24434718,1.3483876e-07,454,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3138,,,0.40633906,0.40633906,7.1132987e-20,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3169,,pck,0.34576125,0.34576125,2.0270568e-14,462,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3219,,ldh,0.26338087,0.26338087,8.4060718e-09,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3226,,,0.20564803,0.20564803,8.7374172e-06,460,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3227,,lldA,0.17389779,0.17389779,0.00015634509,468,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3271,,,0.80562923,0.80562923,3.3810917e-106,460,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3335,,mez,0.29901122,0.29901122,4.880589e-11,464,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3376,,,0.83103918,0.83103918,2.6032746e-97,376,Kranz2022_expression_compendium_Zenodo6842664
cg3133,cg3377,,,0.77015128,0.77015128,2.922071e-92,464,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg0085,glf,phoH1,0.39907486,0.39907486,1.6626008e-14,342,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg0397,glf,,0.45710051,0.45710051,6.354143e-25,456,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg0544,glf,,0.6335165,0.6335165,3.7208582e-62,542,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg0636,glf,,0.40214862,0.40214862,5.4523796e-18,426,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1260,glf,dapE,0.73604717,0.73604717,1.603004e-164,960,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1568,glf,ugpA,0.58038027,0.58038027,2.0490482e-66,724,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1570,glf,ugpB,0.41201581,0.41201581,7.7300718e-11,230,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1769,glf,ctaA,0.44934747,0.44934747,1.2763597e-08,146,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1770,glf,,0.4680412,0.4680412,1.1432503e-15,262,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg1771,glf,qor,0.73965303,0.73965303,2.6159653e-157,904,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg2844,glf,pstA,0.51819639,0.51819639,1.7588532e-37,526,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg2868,glf,nuc,0.63443963,0.63443963,1.4057964e-82,722,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg2887,glf,cgtS3,0.70611512,0.70611512,9.0413188e-140,920,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg3148,glf,,0.41403379,0.41403379,3.7150378e-19,428,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg3151,glf,tnp2b(ISCg2b),0.56564554,0.56564554,3.2426297e-53,614,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg3153,glf,,0.76106817,0.76106817,3.8821286e-146,768,Kranz2022_expression_compendium_Zenodo6842664
cg3196,cg3393,glf,,0.038490119,0.038490119,0.44964835,388,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1580,farR,argC,0.47625265,0.47625265,3.6743939e-54,936,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1581,farR,argJ,0.54484222,0.54484222,1.777527e-73,936,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1586,farR,argG,0.53877967,0.53877967,1.5809796e-73,962,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1588,farR,argH,0.59123059,0.59123059,9.4529448e-89,930,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1784,farR,ocd,0.26191227,0.26191227,2.4622541e-08,440,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1785,farR,amt,0.3352823,0.3352823,2.4555599e-16,566,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1786,farR,secG,0.56759764,0.56759764,2.9736386e-80,928,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg1787,farR,ppc,0.66326234,0.66326234,1.8315332e-121,950,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg2280,farR,gdh,0.43699001,0.43699001,5.7066791e-42,872,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg2893,farR,,0.2548651,0.2548651,9.6483887e-08,426,Kranz2022_expression_compendium_Zenodo6842664
cg3202,cg2895,farR,,0.42234684,0.42234684,1.0233545e-33,748,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg0044,,,0.58300617,0.58300617,1.1150582e-86,940,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg0046,,,0.49084399,0.49084399,3.4478027e-57,924,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg0062,,ppp,0.57981899,0.57981899,8.01161e-85,932,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg0533,,menE,0.29493393,0.29493393,2.5770632e-15,690,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg0624,,,0.36225423,0.36225423,2.1172045e-15,450,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg1610,,parA2,0.66821256,0.66821256,1.1674419e-106,816,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg3195,,,0.36960125,0.36960125,2.3829835e-31,926,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg3210,,,0.18913986,0.18913986,3.7231099e-06,590,Kranz2022_expression_compendium_Zenodo6842664
cg3218,cg3323,,,0.55837247,0.55837247,3.6470242e-78,940,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg2118,lldR,fruR,0.70072121,0.70072121,6.0088001e-138,928,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg2119,lldR,pfkB,0.7294931,0.7294931,3.3440956e-160,960,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg2120,lldR,ptsF,0.74422249,0.74422249,5.4751065e-168,948,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg3219,lldR,ldh,0.72022593,0.72022593,6.072442e-155,964,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg3226,lldR,,0.57785574,0.57785574,1.0255753e-82,916,Kranz2022_expression_compendium_Zenodo6842664
cg3224,cg3227,lldR,lldA,0.67560848,0.67560848,9.2517755e-130,966,Kranz2022_expression_compendium_Zenodo6842664
cg3239,cg3240,,,0.94289159,0.94289159,1.0581944e-113,236,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0497,cgtR11(hrrA),hemA,0.60038099,0.60038099,1.399755e-91,924,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0498,cgtR11(hrrA),hemC,0.74296102,0.74296102,1.03398e-172,980,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0518,cgtR11(hrrA),hemL,0.65041247,0.65041247,6.8751372e-120,988,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0523,cgtR11(hrrA),,0.61615606,0.61615606,1.4213298e-94,894,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0524,cgtR11(hrrA),ccsB,0.58040745,0.58040745,1.9822077e-88,970,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0603,cgtR11(hrrA),rpmC,0.38141739,0.38141739,5.1277667e-35,972,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0604,cgtR11(hrrA),rpsQ,0.29521732,0.29521732,7.8795678e-17,764,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0606,cgtR11(hrrA),,0.62762326,0.62762326,1.5525838e-104,944,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0607,cgtR11(hrrA),,0.63052618,0.63052618,4.2601401e-107,956,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg0609,cgtR11(hrrA),rplX,0.61675586,0.61675586,1.9759066e-100,948,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg1951,cgtR11(hrrA),tnp14a(ISCg14a),0.34305421,0.34305421,9.4406395e-08,230,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2201,cgtR11(hrrA),,0.38051789,0.38051789,1.7605666e-23,640,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2403,cgtR11(hrrA),qcrB,0.57891194,0.57891194,9.0897015e-89,980,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2404,cgtR11(hrrA),qcrA1,0.66031537,0.66031537,1.6025996e-123,978,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2405,cgtR11(hrrA),qcrC,0.62808091,0.62808091,7.0551944e-109,982,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2414,cgtR11(hrrA),cobT,0.5217963,0.5217963,7.3342025e-50,696,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2639,cgtR11(hrrA),benC,0.37775625,0.37775625,8.4566235e-07,160,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg2686,cgtR11(hrrA),,0.48529989,0.48529989,3.0788822e-39,642,Kranz2022_expression_compendium_Zenodo6842664
cg3247,cg3079,cgtR11(hrrA),clpB,0.54206825,0.54206825,3.0470821e-71,918,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0014,mcbR,,0.53473284,0.53473284,6.5643678e-49,644,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0156,mcbR,cysR,0.84506416,0.84506416,7.4525598e-252,920,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0736,mcbR,,0.72042423,0.72042423,1.0609834e-148,924,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0842,mcbR,,0.78405923,0.78405923,7.4233179e-190,908,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0843,mcbR,,0.78163958,0.78163958,7.9804497e-184,888,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0862,mcbR,mtrA,0.75097251,0.75097251,6.8970272e-171,938,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg0864,mcbR,mtrB,0.67503976,0.67503976,1.7029968e-125,936,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1151,mcbR,ssiE,0.38886676,0.38886676,1.5358641e-16,418,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1152,mcbR,ssiF,0.4270225,0.4270225,1.0750441e-22,480,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1298,mcbR,cydC,0.57769366,0.57769366,7.4205969e-66,726,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1303,mcbR,,0.8130141,0.8130141,5.7217055e-216,912,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1307,mcbR,,0.72827742,0.72827742,8.7347599e-157,944,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1338,mcbR,thrB,0.79263632,0.79263632,4.9691764e-196,904,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1380,mcbR,ssuA,0.47445022,0.47445022,1.3844245e-43,754,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1387,mcbR,fixB,0.79501112,0.79501112,7.4831024e-206,940,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1458,mcbR,,0.73581813,0.73581813,1.2235037e-160,938,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1509,mcbR,,0.80309124,0.80309124,8.7872151e-212,934,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1560,mcbR,uvrA,0.72079824,0.72079824,2.3057096e-102,632,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1562,mcbR,,0.68768896,0.68768896,5.3044565e-105,742,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1564,mcbR,rpmI,0.67550247,0.67550247,8.6600581e-127,944,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1571,mcbR,ugpC,0.76414212,0.76414212,6.2039168e-174,904,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1573,mcbR,tsnR,0.64255171,0.64255171,7.0858487e-107,908,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1916,mcbR,,0.77719948,0.77719948,4.6963808e-184,906,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg1959,mcbR,priP,0.37286379,0.37286379,1.8910541e-13,364,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2026,mcbR,,0.69744821,0.69744821,1.3109729e-128,876,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2674,mcbR,,0.82551503,0.82551503,2.4126238e-218,872,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2676,mcbR,,0.69052524,0.69052524,1.1921631e-125,880,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2959,mcbR,,0.73831344,0.73831344,7.6736705e-134,772,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2962,mcbR,,0.66776428,0.66776428,5.653855e-116,890,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2963,mcbR,clpC,0.74382432,0.74382432,4.1501581e-162,916,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg2974,mcbR,lysS,0.68034501,0.68034501,9.7713402e-129,940,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3112,mcbR,,0.70476902,0.70476902,8.0402616e-138,912,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3113,mcbR,,0.72400387,0.72400387,1.5230873e-150,922,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3114,mcbR,cysN,0.64565627,0.64565627,2.834239e-111,934,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3115,mcbR,cysD,0.64851342,0.64851342,2.8232497e-113,940,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3116,mcbR,cysH,0.66502279,0.66502279,8.4053545e-121,938,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3117,mcbR,,0.64058876,0.64058876,1.462862e-108,930,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3118,mcbR,cysI,0.69731601,0.69731601,1.7071645e-135,924,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3119,mcbR,cysJ,0.67499924,0.67499924,6.0360611e-125,932,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3132,mcbR,,0.58916122,0.58916122,9.6053133e-39,400,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3135,mcbR,,0.68408466,0.68408466,2.934069e-95,682,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3372,mcbR,,0.69502413,0.69502413,8.276372e-131,900,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3373,mcbR,,0.68973353,0.68973353,6.8732932e-113,792,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3374,mcbR,,0.69735139,0.69735139,1.3696925e-110,752,Kranz2022_expression_compendium_Zenodo6842664
cg3253,cg3375,mcbR,,0.55116991,0.55116991,1.5235583e-38,468,Kranz2022_expression_compendium_Zenodo6842664
cg3254,cg2941,,,0.60451852,0.60451852,1.7566707e-30,292,Kranz2022_expression_compendium_Zenodo6842664
cg3261,cg3263,,,0.72595393,0.72595393,1.348681e-157,958,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3280,cgtR9(copR),,0.67027251,0.67027251,1.8605974e-98,746,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3281,cgtR9(copR),,0.63234746,0.63234746,5.3244564e-91,804,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3282,cgtR9(copR),,0.57194923,0.57194923,2.6630305e-64,726,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3284,cgtR9(copR),cgtS9,0.85479672,0.85479672,5.8993486e-152,528,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3286,cgtR9(copR),,0.74234489,0.74234489,1.2589205e-141,804,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3287,cgtR9(copR),,0.7920146,0.7920146,3.3894422e-173,800,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3288,cgtR9(copR),,0.82068608,0.82068608,3.0998731e-175,714,Kranz2022_expression_compendium_Zenodo6842664
cg3285,cg3289,cgtR9(copR),,0.84005441,0.84005441,5.0042296e-187,698,Kranz2022_expression_compendium_Zenodo6842664
cg3315,cg3316,malR,,0.83926546,0.83926546,8.4903085e-239,896,Kranz2022_expression_compendium_Zenodo6842664
cg3315,cg3335,malR,mez,0.68438881,0.68438881,2.0447599e-134,966,Kranz2022_expression_compendium_Zenodo6842664
cg3352,cg0637,genR(nagR),betB,0.83337431,0.83337431,1.4641965e-121,466,Kranz2022_expression_compendium_Zenodo6842664
cg3352,cg0639,genR(nagR),,0.8298026,0.8298026,1.0773351e-124,486,Kranz2022_expression_compendium_Zenodo6842664
